frame,label,x1,y1,z1,visibility1,x2,y2,z2,visibility2,x3,y3,z3,visibility3,x4,y4,z4,visibility4,x5,y5,z5,visibility5,x6,y6,z6,visibility6,x7,y7,z7,visibility7,x8,y8,z8,visibility8,x9,y9,z9,visibility9,x10,y10,z10,visibility10,x11,y11,z11,visibility11,x12,y12,z12,visibility12,x13,y13,z13,visibility13,x14,y14,z14,visibility14,x15,y15,z15,visibility15,x16,y16,z16,visibility16,x17,y17,z17,visibility17,x18,y18,z18,visibility18,x19,y19,z19,visibility19,x20,y20,z20,visibility20,x21,y21,z21,visibility21,x22,y22,z22,visibility22,x23,y23,z23,visibility23,x24,y24,z24,visibility24,x25,y25,z25,visibility25,x26,y26,z26,visibility26,x27,y27,z27,visibility27,x28,y28,z28,visibility28,x29,y29,z29,visibility29,x30,y30,z30,visibility30,x31,y31,z31,visibility31,x32,y32,z32,visibility32,x33,y33,z33,visibility33
1,throwing,0.7819166342033502,0.04726741968291585,0.25434109142869943,0.9992372989654541,0.7976586112864876,0.031980772261785154,0.26212217615506356,0.9987025260925293,0.8104614268635063,0.03265803603028313,0.2618732387189185,0.9987697005271912,0.8202090189809653,0.0332589203516619,0.2619430068458513,0.9990220069885254,0.7839501363459291,0.03151696489499798,0.27335215725674267,0.9987236857414246,0.7808634794406458,0.03097670807243245,0.2730935372108028,0.9989936947822571,0.7775455046142686,0.030237906692552448,0.2729186553283853,0.9991297125816345,0.8570328976532381,0.04000528145324535,0.3335631072709261,0.9992311000823975,0.799215507166557,0.032256279671711664,0.3848051809675668,0.9970865845680237,0.8042400225676021,0.06110087403010587,0.2846728307692333,0.9994031190872192,0.781140201227785,0.060733538595610426,0.29777115553824357,0.9990997314453125,0.9489077549265881,0.12327829454799166,0.37385981115464545,0.9999516010284424,0.7092709858549494,0.11302062581113782,0.4663430920139691,0.9998438358306885,1.0,0.24277131424128745,0.30934173064505793,0.9299455285072327,0.5986163910643042,0.2103160932965262,0.4154777604812815,0.7158268690109253,0.8915798664750212,0.24612048182199495,0.1502273936293515,0.9411582946777344,0.6646333436320406,0.24813225065097552,0.20741440511399345,0.8920460343360901,0.8539478527195303,0.2480809576400473,0.10515601433256007,0.9426942467689514,0.6955584809854519,0.25776128830121237,0.15652673134704714,0.9039790034294128,0.8524626895745738,0.23024107108394548,0.09744611319939112,0.9452421069145203,0.7018878873769192,0.24293578791782158,0.1473319240486241,0.9105454087257385,0.8573703370363902,0.2298212991637559,0.1452937962288204,0.8922833204269409,0.6966350093360021,0.23911956923578687,0.19713120682981755,0.856835126876831,0.8463997958169338,0.36962821808220053,0.43848777492560187,0.9999041557312012,0.7069612992490899,0.3541184063919586,0.49571217831067504,0.9998779296875,0.8046747175691469,0.5312126839261658,0.44039318996205484,0.8982787132263184,0.6335257848286608,0.5041214797720948,0.49254318526024515,0.8047889471054077,0.7553207151780557,0.6514596502059351,0.633511496088759,0.8798632025718689,0.7123501202262134,0.6081964457910584,0.7424013873374604,0.6564053297042847,0.7560181615464181,0.6653486214198213,0.6480508578258914,0.5332841873168945,0.7371798557285439,0.6184805311286269,0.7654871087128143,0.4952586591243744,0.7114463414961782,0.7057110403795478,0.5546333359782722,0.8610072135925293,0.6559061295219161,0.6545577667349749,0.7041533964995068,0.6683821678161621
2,throwing,0.7770492860309229,0.046156568952158465,0.2754247691169386,0.9992269277572632,0.7932753919105893,0.032889484657392325,0.2828816915552134,0.9986660480499268,0.8055215399701785,0.033747184076707834,0.28263402598730414,0.9987292885780334,0.8155063605711753,0.03452876074732097,0.282708984157199,0.9990321397781372,0.7800118211248875,0.03202144729274415,0.2944035664170003,0.9986662864685059,0.7780581115752992,0.03139729676031196,0.29414506945508323,0.9989109039306641,0.7755831978829439,0.030494115048776665,0.2939775315860271,0.9990932941436768,0.8542498287280201,0.040763521904145915,0.3514178602466259,0.9991520643234253,0.7967134586193464,0.033438912614304886,0.40415673823072623,0.9968286156654358,0.7999513721908037,0.059472892670518106,0.304667245626558,0.9993792772293091,0.7766973389035907,0.059893948082791866,0.3181383713866736,0.9990642666816711,0.9474045914323711,0.12388083574097002,0.38780866703531697,0.9999508857727051,0.7073656354526282,0.10960908051513865,0.4845237470415729,0.99985671043396,0.9970130166704727,0.24311426332618327,0.3221733425936282,0.9202612042427063,0.5920887121690421,0.21227320869893995,0.4447781275096319,0.7236043810844421,0.8836734145587899,0.24407776916567553,0.1630897970976295,0.9416396617889404,0.6553317303171554,0.24788512008421948,0.2547538126712047,0.8814971446990967,0.8419117982886235,0.24517214452531585,0.11903299940090903,0.9411478638648987,0.6898453850597102,0.2598756898244888,0.20760721623573447,0.8877825736999512,0.8467944601910187,0.22545107862574496,0.1122371202211705,0.9423778057098389,0.6956689010383783,0.24283352860304114,0.19823311654407635,0.8936969637870789,0.8546512096503365,0.2240913704479728,0.15868193258655247,0.8859631419181824,0.6895219160968795,0.23800913855698433,0.2448292196875028,0.8405721783638,0.8458503821715944,0.3688302593853492,0.4367781737481965,0.999919056892395,0.7029550125599452,0.35439811432143337,0.4973954292501959,0.9998959302902222,0.8024042556049595,0.5318427618584051,0.43445316527796435,0.8848947286605835,0.6250207541340355,0.5089741066440038,0.5068203446935237,0.7714291214942932,0.7545845814918797,0.6614449385863039,0.6248608945402143,0.8538087010383606,0.7071797213975793,0.621911328805889,0.7573341050975084,0.6236658096313477,0.7570769582096369,0.6777920538398327,0.6392526682769886,0.4671681523323059,0.7336047714358637,0.6353147199599961,0.7805984624179758,0.4765242040157318,0.6989702188251414,0.7129476021124133,0.5485325892028889,0.8279475569725037,0.6490273094851094,0.6708948007415877,0.7241966859708913,0.6294371485710144
3,throwing,0.7736703249466035,0.048713845253139876,0.2808006279254508,0.9990777969360352,0.787966900850315,0.0335033905893707,0.286589966994609,0.9983231425285339,0.7997238155367193,0.03365358249944075,0.28634004488628145,0.9984408020973206,0.8102755128084574,0.034388486730628755,0.28641555693427895,0.9988048076629639,0.7778402267506683,0.03264802479202644,0.2982934625890626,0.9983025789260864,0.7764165871875126,0.03196035306953666,0.29802655488558644,0.9986422657966614,0.7746979568260279,0.031025084055896594,0.29786223771512726,0.9988443851470947,0.850698655347044,0.03935070049030798,0.3472483889737394,0.999028205871582,0.7977717179587067,0.03357087893677943,0.40104940514722615,0.9963170289993286,0.7954523595233938,0.0627382598862378,0.30723680922887286,0.9992819428443909,0.7744475639079564,0.06167748868298357,0.32099018716730904,0.9989075660705566,0.9477699716561665,0.12545649729596223,0.3834612213939397,0.9999569654464722,0.7079118251548164,0.11025659060350311,0.4791473894863433,0.9998583793640137,0.9934024690031299,0.24732500413867856,0.32274581664074653,0.9368467330932617,0.5908238518060798,0.21231652072272647,0.4402281855724683,0.7054656744003296,0.8764904692180595,0.24489472354537292,0.17527152540573213,0.9532092213630676,0.6470746745832382,0.24831996720234337,0.2573781691776765,0.872397243976593,0.8383810432142713,0.24859762154448342,0.1345255853527387,0.9503750801086426,0.6811493357333799,0.2625653291636798,0.21254622933326944,0.8829923868179321,0.8390451755034053,0.22936390925738967,0.12719950123071713,0.9512048363685608,0.6862985102696022,0.24615842651524758,0.20384139901567244,0.8884235620498657,0.8458439342852921,0.22708988799127935,0.1710609645832289,0.906002938747406,0.6812052174146662,0.24170022842892028,0.2480363790420075,0.8348085284233093,0.8407705224131214,0.3665939027778549,0.4361417165232177,0.9999258518218994,0.6990204586059132,0.35010929051777984,0.4980276272551352,0.9999020099639893,0.8018158859798772,0.5289520576501705,0.44114858994533185,0.8945034742355347,0.6237478339131953,0.5035795660779296,0.5073999294072101,0.7766940593719482,0.7526300659565036,0.6657343224592306,0.6012907862500705,0.9061921238899231,0.6904130677162392,0.6380129470280415,0.7041613559329822,0.7690116167068481,0.7542081861289845,0.6847940398921475,0.6118487183301732,0.590458869934082,0.7181599344464893,0.6571022547875538,0.7210752751522816,0.6114910840988159,0.6972932310626923,0.7189786147349279,0.5178189457820623,0.893764078617096,0.6151920261139395,0.6843022990703643,0.6564917344565598,0.785708487033844
4,throwing,0.7761097752642961,0.04385363410982426,0.2590347775547586,0.9995083808898926,0.7932654514192067,0.02973188410430525,0.2668929128794055,0.9990591406822205,0.8055279878564808,0.030364529020712808,0.26664342156515775,0.9991194605827332,0.8156135566809505,0.03134142985032009,0.26672014393937965,0.9992904663085938,0.7787171392877772,0.028476255466451127,0.2777386256618536,0.9990836381912231,0.7762556586918851,0.027997722945025328,0.277476436179252,0.9992715716362,0.7732345552973416,0.027309024428868192,0.27731103176659133,0.9993550181388855,0.8514251172037667,0.0377150648506545,0.3386254505593225,0.9993991851806641,0.7896328734736644,0.030958342467518666,0.3882311580721333,0.9977923631668091,0.7996891581478447,0.05872415006104055,0.289474564153321,0.9995573163032532,0.7747984363875717,0.05698840203882018,0.3020306627738199,0.9993434548377991,0.9475639079564231,0.12308255033704268,0.3781152053324594,0.9999606609344482,0.7027763523769864,0.11021621894340038,0.4694973120167465,0.9998672008514404,0.9872374837123705,0.24346622019188813,0.31076103302615116,0.9526318311691284,0.5896025146756579,0.21168392247875834,0.41929184202379016,0.7374216914176941,0.8763577502250044,0.24312261769284038,0.148077197806774,0.9623242020606995,0.6426640516905552,0.24736122195167246,0.21652288948441498,0.8735477924346924,0.8358558897411442,0.24535916099009233,0.10299363319172379,0.9601583480834961,0.6792313582203834,0.25965315563330976,0.16634296936266355,0.8836720585823059,0.8362572706634607,0.22737164950808883,0.09417622202125793,0.961932897567749,0.6823663742729337,0.24379157376712068,0.15675343160307012,0.8910542130470276,0.8435589645769246,0.22589264657514604,0.14262309858775854,0.9251680374145508,0.6767405934742018,0.23997904220780053,0.20602519677647868,0.8374776244163513,0.8386905417567804,0.37045721395126957,0.43987418823009855,0.9999065399169922,0.6926776191179829,0.3550186710760298,0.4943284241339213,0.9998868703842163,0.7993562860174899,0.5317361620067581,0.4584015293610372,0.8983643054962158,0.6200026866192926,0.5149940112259351,0.5059668364870605,0.8347525596618652,0.747003479171984,0.6649029929681902,0.6356268386188758,0.8966946601867676,0.6708265384253724,0.6465917147738947,0.7142495070690026,0.8071377873420715,0.7495087516623457,0.6852209993680085,0.6475031954663724,0.5409998297691345,0.6964979917520788,0.6670265889620334,0.731844039906466,0.6042938828468323,0.6819091116693309,0.7130164906330048,0.5445126496322208,0.8872805833816528,0.6013075776097148,0.699530489261115,0.6538036204262695,0.8100125193595886
5,throwing,0.7693873164703195,0.04551395946993364,0.25862228196629516,0.9994091987609863,0.7847628386819446,0.031166828254430696,0.26401701365830577,0.9988679885864258,0.7971169888370968,0.03185669358157346,0.2637566909500503,0.9989584684371948,0.8062117324664508,0.03225494950718805,0.2638392187873483,0.9991581439971924,0.7713652055935414,0.030447932669965507,0.27583921353576335,0.9989122152328491,0.7698026678129576,0.029914653377094036,0.2755598948599866,0.9991864562034607,0.7678078529881923,0.029138584054333068,0.2753880695641357,0.9993090629577637,0.8445648348400789,0.038182022607102864,0.32721339741689304,0.9993355870246887,0.7916642263208092,0.032103217406616966,0.38110629068491086,0.9978141784667969,0.7925865427239633,0.059436441495327084,0.28626332251205955,0.999592125415802,0.7687989468452373,0.05970464466848356,0.3000040843381571,0.9994282126426697,0.9427476055505555,0.124908096132717,0.37028136884531676,0.9999663829803467,0.6997004419488736,0.1097429370714099,0.45862709173091176,0.9999135732650757,0.9880684550595757,0.2452889189687575,0.30762986779873336,0.96138596534729,0.58401165992773,0.21243889585889913,0.41903996082809947,0.8310586810112,0.8699899251776527,0.24188743158345447,0.14991586796760462,0.9680691957473755,0.6262060905659363,0.24458341837440734,0.22843633565078666,0.9217949509620667,0.8274422041024676,0.24219957685832968,0.10667187612955234,0.9630421996116638,0.6657528578912725,0.25704794673703873,0.17969167780508694,0.9177056550979614,0.8287049151699958,0.22400553983187,0.0982549803693292,0.9635868072509766,0.6688314549386779,0.24000452535972666,0.17002309958884193,0.9231391549110413,0.8362043442633962,0.2223863795633336,0.14502366782674725,0.9282584190368652,0.66405894442728,0.23617201799633258,0.21811120674283818,0.8840171694755554,0.8387190199212821,0.37278602866126503,0.4459416856516934,0.9999321699142456,0.6895420657415741,0.35750430518249365,0.48826281912917724,0.9999265670776367,0.7960976854774794,0.5370833300468157,0.47494363354353897,0.9467454552650452,0.6198307429845654,0.5138103048172351,0.5080280220471384,0.9274263978004456,0.7422758352027726,0.6660989275560196,0.6786789014373507,0.930508553981781,0.6398197278454657,0.6510771228924068,0.714267559392349,0.9041033387184143,0.7396902327955617,0.6821976520869278,0.6933527529834131,0.6128358244895935,0.6673057238424029,0.6692663059851662,0.7314558123845011,0.7005231380462646,0.6881240680789329,0.7130960204697852,0.5919369441371675,0.9213266372680664,0.5798417581236651,0.7095725313278248,0.6466033281755658,0.8988376259803772
6,throwing,0.7684099243716669,0.04374367384253867,0.2396335764023968,0.9993786811828613,0.7846156119447094,0.02858831599351085,0.24642822474190718,0.9988117218017578,0.797370068374461,0.02925526515289588,0.2461635530648455,0.9988755583763123,0.806541917977513,0.029723483065208726,0.2462473117423717,0.9991044402122498,0.7704246201791976,0.027997862962343602,0.2585325126856548,0.9988497495651245,0.7682879518557822,0.027597040052560633,0.2582541581680568,0.999121367931366,0.7657329769085072,0.026960474651241365,0.2580809584339511,0.9992659687995911,0.8445135204115901,0.03671501449109235,0.3174304331154445,0.999275267124176,0.7908800021492954,0.029491801075902407,0.3724349699925255,0.9974774718284607,0.7909718845291028,0.057302484219931546,0.2700646650633468,0.9996048808097839,0.7675837889391883,0.05789195712987087,0.2840859661484474,0.9994476437568665,0.942439718979622,0.12573471170737538,0.36503579447495516,0.9999667406082153,0.6960718939322703,0.10977990164343461,0.45391758161516926,0.9999229907989502,0.9839737785957041,0.24666939638207386,0.29524394309677926,0.9612265825271606,0.5789702188251414,0.2098278995801394,0.4070992053941655,0.8179700374603271,0.8592302835726663,0.24228974801129902,0.12205512244111394,0.9646046161651611,0.6179264672299611,0.2429931950183145,0.1992491341244135,0.9098225235939026,0.8202587214378786,0.23875729776096907,0.07479135001592296,0.9590044021606445,0.653340945421329,0.25640890769642993,0.14599510847682126,0.9056615829467773,0.8180863210778717,0.22233793357121032,0.06579842102892171,0.9595695734024048,0.6593205539808982,0.23850666676125615,0.13556029119054006,0.9115319848060608,0.824119662023293,0.22168965338759533,0.11654358401145108,0.9193019270896912,0.6565517241379311,0.23455612479855592,0.18799342846196584,0.86531662940979,0.8366368899695069,0.3738745699659772,0.44849669713256074,0.9999443292617798,0.68518275727738,0.3607216697942646,0.48570530365772074,0.999944806098938,0.7993855701677793,0.5367120041187494,0.48865675851907603,0.9469812512397766,0.6166500544040406,0.5175866652360008,0.503591617428271,0.9478722810745239,0.7447996453662534,0.6633394662474486,0.729227396665424,0.9176453351974487,0.627391158335908,0.6561170929361683,0.7214912581213916,0.9289048314094543,0.7351251292935534,0.6788691603968856,0.7475054150815837,0.570123016834259,0.6565022903429469,0.6751182831300461,0.7395626594912511,0.7268389463424683,0.6982507421785796,0.7123599027551721,0.6463543497114131,0.905975341796875,0.5676015206265196,0.7146888574824858,0.6478199316850851,0.9157005548477173
7,throwing,0.7702722888653063,0.04006490549461094,0.2105029935265189,0.9995330572128296,0.7882457719328883,0.02420484048270317,0.21732086371833387,0.9990543723106384,0.8017978856306167,0.025106552012396574,0.21705729979747754,0.999049961566925,0.8119812473973376,0.026028472708361054,0.21713670950619757,0.9992150068283081,0.7720379350644117,0.023775500712431452,0.22892335861506513,0.9991831183433533,0.7677318216622113,0.023556560299088192,0.22864272704304503,0.9994001388549805,0.763520277259111,0.02317263281237712,0.22847252235349452,0.9995040893554688,0.8452050562175087,0.034766696843510254,0.29380082395727114,0.9993707537651062,0.7831629568931935,0.025701345580430357,0.34605916140229465,0.9982093572616577,0.7930443426514245,0.055282827748688146,0.24338964947065253,0.999671220779419,0.7676598202651693,0.05480205495016994,0.2566558711037855,0.9995935559272766,0.9387786628695781,0.12546937888924356,0.3518203347442318,0.9999661445617676,0.6910836478916755,0.11066702803580765,0.4345388599645994,0.99993896484375,0.9833571994680493,0.24797552459938596,0.28795004544672403,0.9496263861656189,0.5724884811197829,0.21192531233546508,0.37914589042551544,0.8106945753097534,0.8508708676437006,0.24535089996831408,0.11652495729599828,0.9492365121841431,0.6098628480851122,0.24535580057445372,0.15279537765337356,0.9233779311180115,0.811284607014763,0.2415794868281275,0.0694631657522481,0.9422194361686707,0.6439238074768615,0.257021623481203,0.09687500333352561,0.9234172701835632,0.8102870652714157,0.2259489802095322,0.05992341547988368,0.9430221319198608,0.648066574426071,0.2395418614677054,0.08612094712006772,0.9289597868919373,0.8178496299181924,0.2269094056680224,0.11082071031461344,0.8870403170585632,0.646850341872305,0.2354477550813335,0.1411767587496534,0.8824746608734131,0.8318015125666618,0.37373072550766895,0.45301485518508267,0.9999414682388306,0.6844974006958344,0.3617248938797077,0.481207209583043,0.9999517202377319,0.7991765511868141,0.5363614940986667,0.48631868006417106,0.9224628806114197,0.6150466800102091,0.518821431293432,0.4651878107115122,0.9544476270675659,0.747709791384012,0.6641542736949324,0.7383112232032748,0.8784909248352051,0.6157747538385073,0.6649128875253484,0.6645520763166893,0.9382246136665344,0.7287500503741118,0.6830020049079804,0.7576192907783726,0.5077572464942932,0.6389175610870061,0.6863493522635503,0.6803220936559459,0.715796947479248,0.7046220598310117,0.7116165974848876,0.6563726096364779,0.8737558126449585,0.5651446072834249,0.7212455884626849,0.5771304387855152,0.9240473508834839
8,throwing,0.7645925070187929,0.039759341033694655,0.1884950163689442,0.9994445443153381,0.782889996373064,0.023835754831729287,0.19713678663885187,0.9988765120506287,0.7959082788173502,0.024926956465488696,0.1968705353834974,0.9988435506820679,0.8056569455825262,0.025905677520233553,0.19695464279908823,0.9990174770355225,0.768297892347165,0.02307317384396218,0.20759131788278742,0.9990735054016113,0.7651413833402738,0.02282398968987144,0.207313106963216,0.9993166923522949,0.7615611944709375,0.022392222952749615,0.20714019442516357,0.999438464641571,0.8412911892320298,0.03585542483798013,0.2813640860678979,0.999275267124176,0.7781516059266822,0.02637716250330616,0.3281277475943843,0.9981527924537659,0.7881517402576468,0.05644772516429982,0.22402488118904418,0.9996770620346069,0.7627680238571793,0.05621506305376558,0.23572087891510787,0.9996299743652344,0.9349252448181831,0.12648786486237862,0.34242949562547076,0.9999649524688721,0.6829182058756363,0.11329414964238876,0.4198028817580206,0.9999494552612305,0.9806324301814812,0.2505837205317802,0.2719395424408891,0.9583725333213806,0.5704230082076219,0.2159529571680956,0.35430081628503374,0.8572672605514526,0.8495546928522494,0.2454267426823799,0.08910023692033271,0.9671602249145508,0.5881576508200905,0.24122645649631583,0.11240939682510508,0.9596711993217468,0.8082747874212485,0.24303501352403942,0.03994084745975501,0.9619135856628418,0.6128589659202343,0.2536887912542943,0.052697398668411395,0.9579181671142578,0.8127238289698159,0.2247575261758876,0.02911491017697267,0.962465226650238,0.621233695579168,0.23609874226643512,0.04265554763897356,0.9607890844345093,0.8203137971333773,0.22547824198549038,0.08260131845964121,0.9192110896110535,0.6228354580014239,0.2318087983242354,0.100695039065638,0.9282398819923401,0.8326770817941244,0.374177007373452,0.4544973740331442,0.9999183416366577,0.6852448181830394,0.36380615797099225,0.479766707261145,0.9999412298202515,0.8004680090807732,0.5352844808864926,0.505438031625537,0.925968587398529,0.6166892790457128,0.5213981233292142,0.46023510756148645,0.9692791700363159,0.7482651155917951,0.6615056127575566,0.7746655048081953,0.8912469744682312,0.6033332885563452,0.6723782375562759,0.642538129584008,0.9695241451263428,0.7302341388713512,0.6800709757120825,0.7952824068539092,0.5064020752906799,0.6265021560119823,0.6982436367612855,0.6560991784797925,0.8010185956954956,0.6985677632551079,0.703950649309311,0.6896657505659608,0.8804905414581299,0.5583305347715702,0.7203495709706015,0.5410017035239038,0.9581276774406433
9,throwing,0.7556750802627513,0.04884667501574378,0.21692541526703038,0.9989674091339111,0.773476619695606,0.031720690093088644,0.22327525846208812,0.9977534413337708,0.7858759050548741,0.03197556828478925,0.22300882258069943,0.9978212118148804,0.7949999328345176,0.03210653114981615,0.22308851948547267,0.9981005787849426,0.7585519122012815,0.03064377022579333,0.23451619404179785,0.9981129169464111,0.7561358354714345,0.02962313732044471,0.23422881336252668,0.9986999034881592,0.7532466450841584,0.028279531134274227,0.23404845424109386,0.9988932013511658,0.832859771906022,0.038107976781954905,0.2966757590201921,0.9987133741378784,0.7736735488897546,0.03029568717256075,0.34676594063230887,0.9967060685157776,0.777519175745201,0.06287106631262199,0.24858436962558744,0.9993914365768433,0.7523920314871781,0.06147838405639599,0.2612111287321845,0.999305009841919,0.9298104590089061,0.12675077071366034,0.35282374646923226,0.9999575614929199,0.6788149322300283,0.11304491881585861,0.4302907918503935,0.9999352693557739,0.9758212323522695,0.2506713247005811,0.2791682055588519,0.9614449143409729,0.5648850798597584,0.21528820161336354,0.37610055579000784,0.860142707824707,0.8556600351947128,0.24668778532320734,0.1029812017054194,0.967755138874054,0.5681592627916661,0.24294278878373538,0.15609249091455285,0.959316074848175,0.8113582203833806,0.24442557218427158,0.056999923769961866,0.96152263879776,0.5906443856373332,0.25377830899311166,0.10162198484146409,0.9553751945495605,0.8120583533710356,0.2272239312373083,0.04775643674051516,0.9617423415184021,0.5959561006407587,0.23670739754897818,0.089848382639015,0.9591886401176453,0.8199862982416076,0.22788159258124774,0.09736376998812732,0.9227828979492188,0.5988627540534368,0.2328472601014444,0.1440946501365371,0.9330035448074341,0.8319648590196527,0.37796764955868173,0.4585842341305923,0.9998730421066284,0.6797805032037935,0.36962700459877545,0.4756393275187484,0.9999064207077026,0.8001730182824442,0.5397967723301136,0.5171901864370104,0.8865624666213989,0.6171261233426917,0.5273514730125254,0.44321405267520253,0.9617869853973389,0.7466751742944266,0.6657089326521833,0.753244864093494,0.8530874252319336,0.5831712854130006,0.6740006648955721,0.5966895977671574,0.9479770064353943,0.7300503741117365,0.6855046744548344,0.7704393943708097,0.4839499890804291,0.5967161452386389,0.7034855117780001,0.6073587670328799,0.7466551661491394,0.7054734494848407,0.7116454410524523,0.664385482091808,0.8466453552246094,0.5565863815268057,0.7167883704975856,0.49179613704076636,0.9345473051071167
10,throwing,0.7523458216353451,0.04507507518579948,0.20559200255817833,0.9995763897895813,0.7725346909716159,0.0294652211216498,0.21197386811317198,0.9990123510360718,0.783099821339817,0.029981604991449376,0.21171937138199642,0.9990008473396301,0.7918933949464692,0.03064286011322454,0.21180175562126782,0.9991559982299805,0.755938906277286,0.028354347054672702,0.22319113053249348,0.9992221593856812,0.7539193745550287,0.027982857773068425,0.22292151498051538,0.9994491934776306,0.7515629407734777,0.027381133347780008,0.2227663470557522,0.9995372295379639,0.8298725199145655,0.039365005592991775,0.28674960697220114,0.9993336796760559,0.7706946254181051,0.03060444869557766,0.33686712349438497,0.9983760118484497,0.7739422108190159,0.06144442985671421,0.23774710861270604,0.9996994733810425,0.7497430248646616,0.06113965882726815,0.2503956535913415,0.9996660947799683,0.9270212108593152,0.13038683377951407,0.3428587819260467,0.9999681711196899,0.6776543126956195,0.11538057103822981,0.4276930625208576,0.9999557733535767,0.9766927716507933,0.25514865848707274,0.2697714378929919,0.9692559838294983,0.5638023722848354,0.2139236861743306,0.3761643748558378,0.848102331161499,0.8495283639831818,0.2504327818626793,0.09446038200193209,0.9703266620635986,0.5599220880405142,0.24362934036767894,0.15507052427311294,0.9515743255615234,0.8109651679808713,0.2495434385294336,0.04750226823340046,0.9630733728408813,0.5728173233211987,0.25388579562110775,0.10115644003916698,0.949978768825531,0.8087094824227933,0.23192846645892143,0.0370818928057963,0.9635102152824402,0.5824214499684323,0.24008811569873706,0.08733459661303951,0.9540833234786987,0.8145824321964455,0.2327930267268324,0.08826523490955006,0.925326943397522,0.5870615101487043,0.23692708472135224,0.1423088445635059,0.924496054649353,0.8249726636486977,0.37667029575998157,0.455112058207337,0.9999164342880249,0.6820060986257942,0.36978415070231985,0.47913326431259995,0.9999412298202515,0.7941528417715568,0.537684657756369,0.5227901709940684,0.8785772323608398,0.6178058380237228,0.5247584456229443,0.4330133847925751,0.9688736796379089,0.7393017476458499,0.6706311948037146,0.7445621273579924,0.879949688911438,0.5805494136453394,0.678386474028351,0.5398514833306898,0.9742900133132935,0.7180586488991577,0.6931044411113062,0.7593091728696227,0.539463996887207,0.5934583506844162,0.710463228161814,0.5448004816195757,0.842698872089386,0.7123957927541877,0.6968926563296859,0.6497182770829776,0.883991003036499,0.5448509597947423,0.7124542744276897,0.4189242413326488,0.9686402678489685
